	emotion	valence	arousal
id-1260_AU1-100_AU16Open-100_AU2-33	surprise	0.2907668187584401	0.2092434116299055
id-1260_AU10Open-100_AU5-66	surprise	-0.08061759149377311	0.0815234071285346
id-1260_AU11-66_AU14-66_AU43-33	sadness	-0.11413276997994845	-0.1032629823628105
id-1260_AU12-33	sadness	0.1630468142570692	-0.16032936735278475
id-1260_AU12-66_AU20-100_AU22-66_AU43-66	happiness	-0.06068964752902021	0.10779206053661798
id-1260_AU12-66_AU25-33	happiness	0.03623262539045982	0.06884198824187367
id-1260_AU13-33_AU4-66	sadness	-0.05978383189425871	0.22283064615132792
id-1260_AU14-100_AU17-33_AU2-66_AU27i-100	surprise	-0.03623262539045983	0.13224908267517835
id-1260_AU14-33_AU20-33_AU25-33	sadness	0.3831600135041127	0.13315489830993985
id-1260_AU17-33_AU24-100_AU6-33	sadness	-0.024457022138560384	-0.12228511069280193
id-1260_AU20-100_AU25-33_AU4-33	sadness	-0.024457022138560384	-0.13315489830993985
id-1260_AU22-100_AU25-100_AU26-100	surprise	0.0072465250780919905	0.1277200045013709
id-1260_AU9-33	sadness	0.11141532307566396	-0.17663404877849165
id-1264_AU1-100_AU4-100	sadness	-0.024457022138560384	0.04891404427712077
id-1264_AU10Open-33_AU11-100_AU2-66_AU20-100	disgust	-0.4619659737283627	-0.02173957523427589
id-1264_AU10Open-33_AU25-66_AU4-66	anger	-0.20380851782133647	0.06250127879854321
id-1264_AU11-33_AU13-33_AU22-33	happiness	-0.013587234521422437	0.00815234071285346
id-1264_AU13-100_AU16Open-100_AU20-66_AU26-33_AU7-66	fear	-0.3179412878012849	-0.0054348938085689745
id-1264_AU14-33_AU20-100_AU22-66_AU6-100	happiness	-0.013587234521422435	0.18388057385658363
id-1264_AU15-66_AU24-33_AU4-100	surprise	-0.017210497060468417	0.09692227291948002
id-1264_AU22-100_AU24-66_AU25-100_AU9-100	anger	-0.19565617710848307	0.14311887029231632
id-1264_AU22-100_AU26-33	surprise	0.024457022138560384	-0.2201131992470434
id-1264_AU26-100_AU6-66_AU7-33	surprise	-0.07065361951139666	0.13677816084898584
id-1266_AU1-66_AU12-100_AU24-100	sadness	0.0	0.0
id-1266_AU11-66_AU17-100_AU43-66_AU6-66	sadness	0.19565617710848307	0.08967574784138807
id-1266_AU11-66_AU17-100_AU7-33	sadness	-0.010869787617137949	0.4538136330155093
id-1266_AU13-66_AU15-100_AU16Open-66_AU22-66_AU9-100	anger	0.10326298236281051	0.14945957973564677
id-1266_AU13-66_AU17-100_AU2-100_AU9-33	happiness	0.06521872570282766	0.12953163577089385
id-1266_AU14-66_AU16Open-66_AU27i-33_AU43-66	surprise	0.5924034251340181	0.05163149118140525
id-1266_AU15-33_AU24-66_AU27i-66_AU6-100	surprise	0.0	-0.04891404427712077
id-1266_AU15-33_AU5-66_AU9-33	sadness	0.0027174469042844872	-0.0407617035642673
id-1266_AU17-100_AU20-66	disgust	0.043479150468551796	0.0815234071285346
id-1266_AU17-33_AU24-33_AU26-66	sadness	-0.0027174469042844872	-0.057066384989974225
id-1266_AU20-100_AU22-100_AU24-100_AU25-66_AU6-66	fear	-0.01902212832999141	-0.15489447354421576
id-1266_AU25-100_AU4-100	fear	0.04529078173807478	0.13406071394470134
