	emotion	valence	arousal
id-1260_AU1-100_AU16Open-100_AU2-33	fear	-0.26902724352416424	0.42392171706838
id-1260_AU10Open-100_AU5-66	disgust	-0.6576221508368458	-0.3994646949298196
id-1260_AU11-66_AU14-66_AU43-33	sadness	0.36413788517412127	-0.519032358718337
id-1260_AU12-100_AU4-66_AU43-66	sadness	0.1684817080656382	-0.8505608810410444
id-1260_AU12-33	happiness	-0.10869787617137948	-0.6222953410811475
id-1260_AU12-66_AU20-100_AU22-66_AU43-66	happiness	0.2708388747936872	-0.0235512065037989
id-1260_AU12-66_AU25-33	happiness	0.34964483501793736	-0.17844568004801462
id-1260_AU13-33_AU4-66	sadness	0.4565310799197938	-0.4592485268240783
id-1260_AU13-66_AU4-100_AU5-33_AU9-100	disgust	-0.20652596472562101	-0.7608851331996563
id-1260_AU14-100_AU17-33_AU2-66_AU27i-100	fear	0.04891404427712076	0.32065873470556944
id-1260_AU14-33_AU20-33_AU25-33	fear	0.3913123542169661	-0.6820791729754062
id-1260_AU17-33_AU24-100_AU6-33	sadness	0.32881107541842297	-0.619577894176863
id-1260_AU20-100_AU25-33_AU4-33	fear	-0.17391660187420718	-0.2255480930556124
id-1260_AU22-100_AU25-100_AU26-100	surprise	0.027174469042844856	0.23822951194227335
id-1260_AU24-66_AU26-66_AU5-33_AU6-66	sadness	0.05434893808568974	-0.43660313595504086
id-1260_AU9-33	disgust	0.13949560775327033	-0.5842510844211647
id-1264_AU1-100_AU4-100	sadness	-0.7608851331996563	-0.5842510844211647
id-1264_AU10Open-33_AU11-100_AU2-66_AU20-100	fear	-0.4619659737283627	0.8097991774767771
id-1264_AU10Open-33_AU12-66	disgust	-0.7934944960510701	-0.14130723902279332
id-1264_AU10Open-33_AU25-66_AU4-66	disgust	-0.2762737686022562	0.40580540437315
id-1264_AU11-33_AU13-33_AU22-33	disgust	-0.3152238408970005	-0.7056303794792051
id-1264_AU13-100_AU15-33_AU22-33	fear	-0.17753986441325317	-0.8514666966758059
id-1264_AU13-100_AU16Open-100_AU20-66_AU26-33_AU7-66	fear	-0.8858876907967428	0.5163149118140525
id-1264_AU14-33_AU16Open-100_AU20-33	happiness	-0.30525986891462403	-0.041667519199028814
id-1264_AU14-33_AU20-100_AU22-66_AU6-100	happiness	0.1476479484661238	0.09601645728471854
id-1264_AU14-66_AU15-66_AU20-66_AU6-33	fear	-0.959258757212424	-0.3559855444612677
id-1264_AU15-66_AU24-33_AU4-100	disgust	-0.6630570446454148	0.201091070917052
id-1264_AU22-100_AU24-66_AU25-100_AU9-100	disgust	-0.9375191819781479	0.7581676862953719
id-1266_AU1-33_AU10Open-100_AU11-66_AU12-100_AU14-33	happiness	0.3641378851741212	0.16032936735278475
id-1266_AU1-66_AU12-100_AU24-100	happiness	0.23007717122941992	0.3587029913655522
id-1266_AU11-66_AU17-100_AU7-33	sadness	0.4755532082497852	-0.5706638498997423
id-1266_AU13-66_AU15-100_AU16Open-66_AU22-66_AU9-100	anger	-0.5217498056226214	0.3587029913655523
id-1266_AU13-66_AU17-100_AU2-100_AU9-33	disgust	-0.4782706551540697	0.11503858561470996
id-1266_AU14-66_AU16Open-66_AU27i-33_AU43-66	fear	-0.37319604152173613	0.25815745590702627
id-1266_AU15-33	sadness	0.5299021463354748	-0.8922284002400733
id-1266_AU15-33_AU24-66_AU27i-66_AU6-100	sadness	-0.36685533207840576	0.50272767729263
id-1266_AU15-33_AU5-66_AU9-33	sadness	-0.4755532082497852	-0.4429438453983714
id-1266_AU17-100_AU20-66	sadness	0.6630570446454148	-0.23370043376846586
