	emotion	valence	arousal
id-1297_AU1-100_AU11-33_AU14-33_AU24-66	disgust	-0.21196085853419	-0.6657744915496994
id-1297_AU1-66_AU11-66	happiness	-0.04347915046855179	-0.8532783279453289
id-1297_AU10Open-100_AU13-100_AU16Open-100_AU22-66_AU25-100	anger	-0.4728357613455008	0.6576221508368458
id-1297_AU10Open-100_AU6-100	disgust	-0.09511064164995699	0.10598042926709499
id-1297_AU10Open-66_AU5-66_AU9-100	anger	-0.4103344825469576	0.5706638498997423
id-1297_AU11-100_AU12-66_AU4-33_AU6-33	sadness	-0.105980429267095	-0.6059906596554406
id-1297_AU11-100_AU24-33	anger	-0.3333401535922303	-0.15127121100516966
id-1297_AU13-100_AU20-66_AU5-100_AU6-100	happiness	0.06793617260711217	0.3722902258869748
id-1297_AU13-66_AU7-33_AU9-33	anger	-0.4266391639726645	0.23098298686418134
id-1297_AU14-66_AU16Open-33_AU25-100_AU26-100	fear	-0.13858979211850886	0.7011013013053977
id-1297_AU14-66_AU25-100	happiness	0.2554400090027418	-0.44566129230265583
id-1297_AU2-66_AU22-66	surprise	-0.5543591684740353	0.1032629823628105
id-1297_AU20-33_AU22-33_AU26-66	surprise	-0.02445702213856039	-0.109603691806141
id-1297_AU22-66_AU9-100	anger	-0.2527225620984573	-0.19293873020419858
id-1302_AU1-33_AU14-100_AU27i-100_AU9-100	fear	-0.3197529190708076	0.574287112438788
id-1302_AU1-33_AU22-100	surprise	-0.14130723902279332	-0.31522384089700045
id-1302_AU1-33_AU22-33_AU24-66_AU43-100_AU9-66	sadness	-0.14674213283136228	-0.2717446904284487
id-1302_AU10Open-33_AU14-100_AU24-33_AU43-100	happiness	-0.1711991549699227	-0.42120427016409545
id-1302_AU12-66_AU43-33	happiness	0.15580028917897734	-0.5498300903002277
id-1302_AU13-66_AU22-33	happiness	-0.19022128329991408	-0.8831702438924582
id-1302_AU14-100_AU17-33_AU26-66_AU9-33	disgust	-0.40761703564267293	0.5054451241969146
id-1302_AU14-66_AU27i-33	surprise	-0.153988657909454	-0.16757589243087664
id-1302_AU15-100_AU4-100_AU5-66_AU9-100	anger	-0.19656199274324468	0.07065361951139666
id-1302_AU15-66_AU24-100_AU25-100_AU43-33	sadness	-0.24547603702036536	-0.4302624265117106
id-1302_AU17-66_AU27i-100_AU4-100_AU6-33_AU7-100	surprise	-0.4945753365797766	0.3750076727912592
id-1302_AU20-66_AU4-33_AU5-33	fear	-0.17935149568277617	0.0670303569723506
id-1302_AU26-100	surprise	-0.3831600135041127	0.29891915947129355
id-1306_AU1-66_AU11-100_AU16Open-66_AU24-66	surprise	0.105980429267095	-0.5407719339526129
id-1306_AU1-66_AU27i-33	fear	-0.09511064164995704	0.1684817080656382
id-1306_AU11-33_AU16Open-66	anger	-0.14493050156183931	-0.5933092407687793
id-1306_AU11-33_AU6-66	anger	-0.11050950744090245	-0.3242819972446154
id-1306_AU12-100_AU14-33_AU17-33_AU27i-33	surprise	-0.09511064164995701	0.25362837773321867
id-1306_AU12-100_AU26-66_AU4-100_AU5-66	fear	-0.3940298011212506	0.4103344825469576
id-1306_AU15-66_AU26-66_AU5-66	surprise	-0.20743178036038235	0.011775603251899655
id-1306_AU15-66_AU27i-66_AU43-33	surprise	-0.2554400090027418	-0.5271846994311905
id-1306_AU16Open-33_AU17-100_AU22-66_AU4-100	anger	-0.14130723902279366	-0.4402263984940866
id-1306_AU16Open-66_AU17-33_AU26-100	fear	-0.07065361951139666	-0.7880596022425012
id-1306_AU16Open-66_AU2-33_AU5-33_AU6-100	anger	-0.15761192044850025	-0.36685533207840576
id-1306_AU17-100_AU5-66	anger	-0.5869685313254491	0.105980429267095
id-1306_AU22-66_AU25-33_AU43-33	disgust	0.026268653408083372	-0.6703035697235068
id-1306_AU24-66_AU43-100_AU7-100	sadness	0.057972200624735674	-0.639505838141616
id-1306_AU43-100_AU9-33	disgust	-0.3885949073126817	0.09239319474567256
id-1307_AU1-100_AU13-100	surprise	-0.13677816084898584	-0.6150488160030555
id-1307_AU1-33_AU10Open-100_AU4-66_AU9-33	disgust	-0.3722902258869748	0.3478332037484143
id-1307_AU1-33_AU16Open-33_AU22-100_AU27i-33	fear	-0.01902212832999141	0.3885949073126817
id-1307_AU1-66_AU10Open-100_AU6-33	disgust	-0.30435405327986254	0.12137929505804042
id-1307_AU10Open-33_AU12-100_AU17-33	happiness	0.13587234521422434	-0.31522384089700045
id-1307_AU10Open-66_AU17-33_AU22-33_AU9-100	disgust	-0.3260936285141383	-0.021739575234276016
id-1307_AU11-66_AU20-33_AU7-100_AU9-66	disgust	-0.0407617035642673	-0.4728357613455008
id-1307_AU13-66_AU14-66_AU43-33	happiness	0.5543591684740353	-0.4293566108769489
id-1307_AU16Open-33_AU2-100_AU5-33_AU6-66	fear	-0.4375089515898024	-0.2798970311413021
id-1307_AU16Open-66_AU17-66_AU43-33	surprise	-0.15670610481373864	-0.374101857156498
id-1307_AU17-33_AU4-33_AU5-33	anger	0.01630468142570692	-0.7989293898596391
id-1307_AU17-66_AU2-100_AU7-66	disgust	-0.2599690871765493	-0.3695727789826903
id-1307_AU17-66_AU25-33_AU4-100	disgust	-0.28442610931510964	-0.31341220962747735
id-1307_AU20-66_AU43-66	surprise	0.017210497060468333	-0.6693977540887452
id-1309_AU1-66_AU2-66_AU9-33	disgust	-0.33786923176603767	0.07065361951139636
id-1309_AU10Open-100_AU2-100_AU27i-33	fear	-0.10779206053661798	0.19112709893467553
